scraped_at_utc,source,bank,rate_category,loan_type,lock_in_years,benchmark,rate_as_of,year_1,year_2,year_3,year_4,year_5,year_6,note,property_type,source_url
2026-07-23T03:03:37+00:00,mas,MAS,benchmark,3M Compounded SORA,,3M Compounded SORA,2026-07-14,1.1271,,,,,,Add a package spread to get the all-in floating rate.,,https://eservices.mas.gov.sg/apimg-gw/server/monthly_statistical_bulletin_non610mssql/domestic_interest_rates_daily/views/domestic_interest_rates_daily
2026-07-23T03:03:37+00:00,mas,MAS,benchmark,3M Compounded SORA,,3M Compounded SORA,2026-07-15,1.1304,,,,,,Add a package spread to get the all-in floating rate.,,https://eservices.mas.gov.sg/apimg-gw/server/monthly_statistical_bulletin_non610mssql/domestic_interest_rates_daily/views/domestic_interest_rates_daily
2026-07-23T03:03:37+00:00,mas,MAS,benchmark,3M Compounded SORA,,3M Compounded SORA,2026-07-16,1.1324,,,,,,Add a package spread to get the all-in floating rate.,,https://eservices.mas.gov.sg/apimg-gw/server/monthly_statistical_bulletin_non610mssql/domestic_interest_rates_daily/views/domestic_interest_rates_daily
2026-07-23T03:03:37+00:00,mas,MAS,benchmark,3M Compounded SORA,,3M Compounded SORA,2026-07-17,1.1427,,,,,,Add a package spread to get the all-in floating rate.,,https://eservices.mas.gov.sg/apimg-gw/server/monthly_statistical_bulletin_non610mssql/domestic_interest_rates_daily/views/domestic_interest_rates_daily
2026-07-23T03:03:37+00:00,mas,MAS,benchmark,3M Compounded SORA,,3M Compounded SORA,2026-07-20,1.1458,,,,,,Add a package spread to get the all-in floating rate.,,https://eservices.mas.gov.sg/apimg-gw/server/monthly_statistical_bulletin_non610mssql/domestic_interest_rates_daily/views/domestic_interest_rates_daily
2026-07-23T03:03:37+00:00,mas,MAS,benchmark,3M Compounded SORA,,3M Compounded SORA,2026-07-21,1.1494,,,,,,Add a package spread to get the all-in floating rate.,,https://eservices.mas.gov.sg/apimg-gw/server/monthly_statistical_bulletin_non610mssql/domestic_interest_rates_daily/views/domestic_interest_rates_daily
2026-07-23T03:03:37+00:00,mas,MAS,benchmark,3M Compounded SORA,,3M Compounded SORA,2026-07-22,1.1545,,,,,,Add a package spread to get the all-in floating rate.,,https://eservices.mas.gov.sg/apimg-gw/server/monthly_statistical_bulletin_non610mssql/domestic_interest_rates_daily/views/domestic_interest_rates_daily
2026-07-23T03:05:12+00:00,dollarback,Maybank,fixed,2 Year Fixed,2,,,1.45,1.45,2.5,2.5,2.5,2.5,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T03:05:12+00:00,dollarback,HSBC,fixed,2 Year Fixed,2,,,1.45,1.45,2.0,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T03:05:12+00:00,dollarback,CIMB,fixed,2 Year Fixed,2,,,1.45,1.45,1.7,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T03:05:12+00:00,dollarback,Bank of China,fixed,2 Year Fixed,2,,,1.55,1.55,1.6,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T03:05:12+00:00,dollarback,Bank of China,fixed,3 Year Fixed,3,,,1.55,1.6,1.6,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T03:05:12+00:00,dollarback,Maybank,floating,1-month SORA,,1-month SORA,,+0.3,+0.35,+0.65,+1.0,+1.0,+1.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T03:05:12+00:00,dollarback,DBS,floating,FHR6,,FHR6,,+0.55,+0.55,+0.7,+1.0,+1.0,+1.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T03:24:19+00:00,dollarback,Maybank,fixed,2 Year Fixed,2,,,1.45,1.45,2.5,2.5,2.5,2.5,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T03:24:19+00:00,dollarback,HSBC,fixed,2 Year Fixed,2,,,1.45,1.45,2.0,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T03:24:19+00:00,dollarback,CIMB,fixed,2 Year Fixed,2,,,1.45,1.45,1.7,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T03:24:19+00:00,dollarback,Bank of China,fixed,2 Year Fixed,2,,,1.55,1.55,1.6,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T03:24:19+00:00,dollarback,Bank of China,fixed,3 Year Fixed,3,,,1.55,1.6,1.6,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T03:24:19+00:00,dollarback,Maybank,floating,1-month SORA,,1-month SORA,,+0.3,+0.35,+0.65,+1.0,+1.0,+1.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T03:24:19+00:00,dollarback,DBS,floating,FHR6,,FHR6,,+0.55,+0.55,+0.7,+1.0,+1.0,+1.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T03:48:28+00:00,dollarback,Maybank,fixed,2 Year Fixed,2,,,1.45,1.45,2.5,2.5,2.5,2.5,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T03:48:28+00:00,dollarback,HSBC,fixed,2 Year Fixed,2,,,1.45,1.45,2.0,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T03:48:28+00:00,dollarback,CIMB,fixed,2 Year Fixed,2,,,1.45,1.45,1.7,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T03:48:28+00:00,dollarback,Bank of China,fixed,2 Year Fixed,2,,,1.55,1.55,1.6,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T03:48:28+00:00,dollarback,Bank of China,fixed,3 Year Fixed,3,,,1.55,1.6,1.6,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T03:48:28+00:00,dollarback,Maybank,floating,1-month SORA,,1-month SORA,,+0.3,+0.35,+0.65,+1.0,+1.0,+1.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T03:48:28+00:00,dollarback,DBS,floating,FHR6,,FHR6,,+0.55,+0.55,+0.7,+1.0,+1.0,+1.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T06:32:19+00:00,dollarback,Maybank,fixed,2 Year Fixed,2,,,1.45,1.45,2.5,2.5,2.5,2.5,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T06:32:19+00:00,dollarback,HSBC,fixed,2 Year Fixed,2,,,1.45,1.45,2.0,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T06:32:19+00:00,dollarback,CIMB,fixed,2 Year Fixed,2,,,1.45,1.45,1.7,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T06:32:19+00:00,dollarback,Bank of China,fixed,2 Year Fixed,2,,,1.55,1.55,1.6,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T06:32:19+00:00,dollarback,Bank of China,fixed,3 Year Fixed,3,,,1.55,1.6,1.6,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T06:32:19+00:00,dollarback,Maybank,floating,1-month SORA,,1-month SORA,,+0.3,+0.35,+0.65,+1.0,+1.0,+1.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-23T06:32:19+00:00,dollarback,DBS,floating,FHR6,,FHR6,,+0.55,+0.55,+0.7,+1.0,+1.0,+1.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-24T02:15:53+00:00,dollarback,Maybank,fixed,2 Year Fixed,2,,,1.45,1.45,2.5,2.5,2.5,2.5,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-24T02:15:53+00:00,dollarback,HSBC,fixed,2 Year Fixed,2,,,1.45,1.45,2.0,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-24T02:15:53+00:00,dollarback,CIMB,fixed,2 Year Fixed,2,,,1.45,1.45,1.7,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-24T02:15:53+00:00,dollarback,Bank of China,fixed,2 Year Fixed,2,,,1.55,1.55,1.6,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-24T02:15:53+00:00,dollarback,Bank of China,fixed,3 Year Fixed,3,,,1.55,1.6,1.6,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-24T02:15:53+00:00,dollarback,Maybank,floating,1-month SORA,,1-month SORA,,+0.3,+0.35,+0.65,+1.0,+1.0,+1.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-24T02:15:53+00:00,dollarback,DBS,floating,FHR6,,FHR6,,+0.55,+0.55,+0.7,+1.0,+1.0,+1.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-24T02:15:53+00:00,mas,MAS,benchmark,3M Compounded SORA,,3M Compounded SORA,2026-07-23,1.1587,,,,,,Add a package spread to get the all-in floating rate.,,https://eservices.mas.gov.sg/apimg-gw/server/monthly_statistical_bulletin_non610mssql/domestic_interest_rates_daily/views/domestic_interest_rates_daily
2026-07-27T05:34:28+00:00,dollarback,Maybank,fixed,2 Year Fixed,2,,,1.45,1.45,2.5,2.5,2.5,2.5,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-27T05:34:28+00:00,dollarback,HSBC,fixed,2 Year Fixed,2,,,1.45,1.45,2.0,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-27T05:34:28+00:00,dollarback,CIMB,fixed,2 Year Fixed,2,,,1.45,1.45,1.7,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-27T05:34:28+00:00,dollarback,Bank of China,fixed,2 Year Fixed,2,,,1.55,1.55,1.6,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-27T05:34:28+00:00,dollarback,Bank of China,fixed,3 Year Fixed,3,,,1.55,1.6,1.6,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-27T05:34:28+00:00,dollarback,Maybank,floating,1-month SORA,,1-month SORA,,+0.3,+0.35,+0.65,+1.0,+1.0,+1.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-27T05:34:28+00:00,dollarback,DBS,floating,FHR6,,FHR6,,+0.55,+0.55,+0.7,+1.0,+1.0,+1.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-27T05:34:28+00:00,mas,MAS,benchmark,3M Compounded SORA,,3M Compounded SORA,2026-07-24,1.1639,,,,,,Add a package spread to get the all-in floating rate.,,https://eservices.mas.gov.sg/apimg-gw/server/monthly_statistical_bulletin_non610mssql/domestic_interest_rates_daily/views/domestic_interest_rates_daily
2026-07-31T02:03:42+00:00,dollarback,Maybank,fixed,2 Year Fixed,2,,,1.45,1.45,2.5,2.5,2.5,2.5,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-31T02:03:42+00:00,dollarback,HSBC,fixed,2 Year Fixed,2,,,1.45,1.45,2.0,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-31T02:03:42+00:00,dollarback,CIMB,fixed,2 Year Fixed,2,,,1.45,1.45,1.7,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-31T02:03:42+00:00,dollarback,Bank of China,fixed,2 Year Fixed,2,,,1.55,1.55,1.6,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-31T02:03:42+00:00,dollarback,Bank of China,fixed,3 Year Fixed,3,,,1.55,1.6,1.6,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-31T02:03:42+00:00,dollarback,Maybank,floating,1-month SORA,,1-month SORA,,+0.3,+0.35,+0.65,+1.0,+1.0,+1.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-31T02:03:42+00:00,dollarback,DBS,floating,FHR6,,FHR6,,+0.55,+0.55,+0.7,+1.0,+1.0,+1.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-07-31T02:03:42+00:00,mas,MAS,benchmark,3M Compounded SORA,,3M Compounded SORA,2026-07-27,1.163,,,,,,Add a package spread to get the all-in floating rate.,,https://eservices.mas.gov.sg/apimg-gw/server/monthly_statistical_bulletin_non610mssql/domestic_interest_rates_daily/views/domestic_interest_rates_daily
2026-07-31T02:03:42+00:00,mas,MAS,benchmark,3M Compounded SORA,,3M Compounded SORA,2026-07-28,1.1592,,,,,,Add a package spread to get the all-in floating rate.,,https://eservices.mas.gov.sg/apimg-gw/server/monthly_statistical_bulletin_non610mssql/domestic_interest_rates_daily/views/domestic_interest_rates_daily
2026-07-31T02:03:42+00:00,mas,MAS,benchmark,3M Compounded SORA,,3M Compounded SORA,2026-07-29,1.1548,,,,,,Add a package spread to get the all-in floating rate.,,https://eservices.mas.gov.sg/apimg-gw/server/monthly_statistical_bulletin_non610mssql/domestic_interest_rates_daily/views/domestic_interest_rates_daily
2026-07-31T02:03:42+00:00,mas,MAS,benchmark,3M Compounded SORA,,3M Compounded SORA,2026-07-30,1.1528,,,,,,Add a package spread to get the all-in floating rate.,,https://eservices.mas.gov.sg/apimg-gw/server/monthly_statistical_bulletin_non610mssql/domestic_interest_rates_daily/views/domestic_interest_rates_daily
2026-08-03T02:17:56+00:00,dollarback,Maybank,fixed,2 Year Fixed,2,,,1.45,1.45,2.5,2.5,2.5,2.5,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-03T02:17:56+00:00,dollarback,HSBC,fixed,2 Year Fixed,2,,,1.45,1.45,2.0,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-03T02:17:56+00:00,dollarback,CIMB,fixed,2 Year Fixed,2,,,1.45,1.45,1.7,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-03T02:17:56+00:00,dollarback,Bank of China,fixed,2 Year Fixed,2,,,1.55,1.55,1.6,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-03T02:17:56+00:00,dollarback,Bank of China,fixed,3 Year Fixed,3,,,1.55,1.6,1.6,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-03T02:17:56+00:00,dollarback,Maybank,floating,1-month SORA,,1-month SORA,,+0.3,+0.35,+0.65,+1.0,+1.0,+1.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-03T02:17:56+00:00,dollarback,DBS,floating,FHR6,,FHR6,,+0.55,+0.55,+0.7,+1.0,+1.0,+1.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-03T02:17:56+00:00,mas,MAS,benchmark,3M Compounded SORA,,3M Compounded SORA,2026-07-31,1.1354,,,,,,Add a package spread to get the all-in floating rate.,,https://eservices.mas.gov.sg/apimg-gw/server/monthly_statistical_bulletin_non610mssql/domestic_interest_rates_daily/views/domestic_interest_rates_daily
2026-08-04T10:11:33+00:00,dollarback,Maybank,fixed,2 Year Fixed,2,,,1.45,1.45,2.5,2.5,2.5,2.5,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-04T10:11:33+00:00,dollarback,HSBC,fixed,2 Year Fixed,2,,,1.45,1.45,2.0,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-04T10:11:33+00:00,dollarback,CIMB,fixed,2 Year Fixed,2,,,1.45,1.45,1.7,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-04T10:11:33+00:00,dollarback,Bank of China,fixed,2 Year Fixed,2,,,1.55,1.55,1.6,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-04T10:11:33+00:00,dollarback,Bank of China,fixed,3 Year Fixed,3,,,1.55,1.6,1.6,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-04T10:11:33+00:00,dollarback,Maybank,floating,1-month SORA,,1-month SORA,,+0.3,+0.35,+0.65,+1.0,+1.0,+1.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-04T10:11:33+00:00,dollarback,DBS,floating,FHR6,,FHR6,,+0.55,+0.55,+0.7,+1.0,+1.0,+1.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-04T10:11:33+00:00,mas,MAS,benchmark,3M Compounded SORA,,3M Compounded SORA,2026-08-03,1.1302,,,,,,Add a package spread to get the all-in floating rate.,,https://eservices.mas.gov.sg/apimg-gw/server/monthly_statistical_bulletin_non610mssql/domestic_interest_rates_daily/views/domestic_interest_rates_daily
2026-08-05T01:38:33+00:00,dollarback,Maybank,fixed,2 Year Fixed,2,,,1.45,1.45,2.5,2.5,2.5,2.5,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-05T01:38:33+00:00,dollarback,HSBC,fixed,2 Year Fixed,2,,,1.45,1.45,2.0,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-05T01:38:33+00:00,dollarback,CIMB,fixed,2 Year Fixed,2,,,1.45,1.45,1.7,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-05T01:38:33+00:00,dollarback,Bank of China,fixed,2 Year Fixed,2,,,1.55,1.55,1.6,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-05T01:38:33+00:00,dollarback,Bank of China,fixed,3 Year Fixed,3,,,1.55,1.6,1.6,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-05T01:38:33+00:00,dollarback,Maybank,floating,1-month SORA,,1-month SORA,,+0.3,+0.35,+0.65,+1.0,+1.0,+1.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-05T01:38:33+00:00,dollarback,DBS,floating,FHR6,,FHR6,,+0.55,+0.55,+0.7,+1.0,+1.0,+1.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-05T01:38:33+00:00,mas,MAS,benchmark,3M Compounded SORA,,3M Compounded SORA,2026-08-04,1.1246,,,,,,Add a package spread to get the all-in floating rate.,,https://eservices.mas.gov.sg/apimg-gw/server/monthly_statistical_bulletin_non610mssql/domestic_interest_rates_daily/views/domestic_interest_rates_daily
2026-08-07T01:37:12+00:00,dollarback,Maybank,fixed,2 Year Fixed,2,,,1.45,1.45,2.5,2.5,2.5,2.5,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-07T01:37:12+00:00,dollarback,HSBC,fixed,2 Year Fixed,2,,,1.45,1.45,2.0,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-07T01:37:12+00:00,dollarback,CIMB,fixed,2 Year Fixed,2,,,1.45,1.45,1.7,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-07T01:37:12+00:00,dollarback,Bank of China,fixed,2 Year Fixed,2,,,1.55,1.55,1.6,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-07T01:37:12+00:00,dollarback,Bank of China,fixed,3 Year Fixed,3,,,1.55,1.6,1.6,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-07T01:37:12+00:00,dollarback,Maybank,floating,1-month SORA,,1-month SORA,,+0.3,+0.35,+0.65,+1.0,+1.0,+1.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-07T01:37:12+00:00,dollarback,DBS,floating,FHR6,,FHR6,,+0.55,+0.55,+0.7,+1.0,+1.0,+1.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-07T01:37:12+00:00,mas,MAS,benchmark,3M Compounded SORA,,3M Compounded SORA,2026-08-05,1.1181,,,,,,Add a package spread to get the all-in floating rate.,,https://eservices.mas.gov.sg/apimg-gw/server/monthly_statistical_bulletin_non610mssql/domestic_interest_rates_daily/views/domestic_interest_rates_daily
2026-08-07T01:37:12+00:00,mas,MAS,benchmark,3M Compounded SORA,,3M Compounded SORA,2026-08-06,1.1155,,,,,,Add a package spread to get the all-in floating rate.,,https://eservices.mas.gov.sg/apimg-gw/server/monthly_statistical_bulletin_non610mssql/domestic_interest_rates_daily/views/domestic_interest_rates_daily
2026-08-18T02:37:39+00:00,dollarback,Maybank,fixed,2 Year Fixed,2,,,1.45,1.45,2.5,2.5,2.5,2.5,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-18T02:37:39+00:00,dollarback,HSBC,fixed,2 Year Fixed,2,,,1.45,1.45,2.0,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-18T02:37:39+00:00,dollarback,CIMB,fixed,2 Year Fixed,2,,,1.45,1.45,1.7,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-18T02:37:39+00:00,dollarback,Bank of China,fixed,2 Year Fixed,2,,,1.55,1.55,1.6,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-18T02:37:39+00:00,dollarback,Bank of China,fixed,3 Year Fixed,3,,,1.55,1.6,1.6,2.0,2.0,2.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-18T02:37:39+00:00,dollarback,Maybank,floating,1-month SORA,,1-month SORA,,+0.3,+0.35,+0.65,+1.0,+1.0,+1.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-18T02:37:39+00:00,dollarback,DBS,floating,FHR6,,FHR6,,+0.55,+0.55,+0.7,+1.0,+1.0,+1.0,,private,https://dollarbackmortgage.com/new-private-property-loan/
2026-08-18T02:37:39+00:00,mas,MAS,benchmark,3M Compounded SORA,,3M Compounded SORA,2026-08-07,1.1166,,,,,,Add a package spread to get the all-in floating rate.,,https://eservices.mas.gov.sg/apimg-gw/server/monthly_statistical_bulletin_non610mssql/domestic_interest_rates_daily/views/domestic_interest_rates_daily
2026-08-18T02:37:39+00:00,mas,MAS,benchmark,3M Compounded SORA,,3M Compounded SORA,2026-08-11,1.1172,,,,,,Add a package spread to get the all-in floating rate.,,https://eservices.mas.gov.sg/apimg-gw/server/monthly_statistical_bulletin_non610mssql/domestic_interest_rates_daily/views/domestic_interest_rates_daily
2026-08-18T02:37:39+00:00,mas,MAS,benchmark,3M Compounded SORA,,3M Compounded SORA,2026-08-12,1.1209,,,,,,Add a package spread to get the all-in floating rate.,,https://eservices.mas.gov.sg/apimg-gw/server/monthly_statistical_bulletin_non610mssql/domestic_interest_rates_daily/views/domestic_interest_rates_daily
2026-08-18T02:37:39+00:00,mas,MAS,benchmark,3M Compounded SORA,,3M Compounded SORA,2026-08-13,1.1238,,,,,,Add a package spread to get the all-in floating rate.,,https://eservices.mas.gov.sg/apimg-gw/server/monthly_statistical_bulletin_non610mssql/domestic_interest_rates_daily/views/domestic_interest_rates_daily
2026-08-18T02:37:39+00:00,mas,MAS,benchmark,3M Compounded SORA,,3M Compounded SORA,2026-08-14,1.1255,,,,,,Add a package spread to get the all-in floating rate.,,https://eservices.mas.gov.sg/apimg-gw/server/monthly_statistical_bulletin_non610mssql/domestic_interest_rates_daily/views/domestic_interest_rates_daily
2026-08-18T02:37:39+00:00,mas,MAS,benchmark,3M Compounded SORA,,3M Compounded SORA,2026-08-17,1.1265,,,,,,Add a package spread to get the all-in floating rate.,,https://eservices.mas.gov.sg/apimg-gw/server/monthly_statistical_bulletin_non610mssql/domestic_interest_rates_daily/views/domestic_interest_rates_daily
